pre_mtype,post_mtype,gsyn,gsynSD,nrrp,dtc,dtcSD,u,uSD,d,dSD,f,fSD,gsynSRSF,uHillCoefficient,synapse_type,nrrpSD,spinevol,spinevolSD,u_gsyn_r,gsyn_nrrp_r,spinevol_nrrp_r,spinevol_gsyn_r,gsynDist,nrrpDist,uDist,dDist,fDist,spinevolDist
L4_SSC,L6_BPC,0.43,0.2,1.0,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2_L4SS_L6PC,1.0,0.0395828776365589,0.0184106407611902,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_SSC,L6_HPC,0.43,0.2,1.0,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2_L4SS_L6PC,1.0,0.0395828776365589,0.0184106407611902,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_SSC,L6_IPC,0.43,0.2,1.0,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2_L4SS_L6PC,1.0,0.0395828776365589,0.0184106407611902,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_SSC,L6_TPC:A,0.43,0.2,1.0,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2_L4SS_L6PC,1.0,0.0395828776365589,0.0184106407611902,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_SSC,L6_TPC:C,0.43,0.2,1.0,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2_L4SS_L6PC,1.0,0.0395828776365589,0.0184106407611902,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_SSC,L6_UPC,0.43,0.2,1.0,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2_L4SS_L6PC,1.0,0.0395828776365589,0.0184106407611902,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L2_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L2_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L2_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L3_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L3_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L4_SSC,0.58,0.3,1.0,1.74,0.18,0.86,0.09,671.0,17.0,17.0,5.0,0.86,2.79,E2_L4PC,1.0,0.0584158801563882,0.030215110425718,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L4_TPC,0.58,0.3,1.0,1.74,0.18,0.86,0.09,671.0,17.0,17.0,5.0,0.86,2.79,E2_L4PC,1.0,0.0584158801563882,0.030215110425718,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L4_UPC,0.58,0.3,1.0,1.74,0.18,0.86,0.09,671.0,17.0,17.0,5.0,0.86,2.79,E2_L4PC,1.0,0.0584158801563882,0.030215110425718,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L5_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L5_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L5_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L5_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L6_BPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L6_HPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L6_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L6_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L6_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_TPC,L6_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L2_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L2_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L2_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L3_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L3_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L4_SSC,0.58,0.3,1.0,1.74,0.18,0.86,0.09,671.0,17.0,17.0,5.0,0.86,2.79,E2_L4PC,1.0,0.0584158801563882,0.030215110425718,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L4_TPC,0.58,0.3,1.0,1.74,0.18,0.86,0.09,671.0,17.0,17.0,5.0,0.86,2.79,E2_L4PC,1.0,0.0584158801563882,0.030215110425718,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L4_UPC,0.58,0.3,1.0,1.74,0.18,0.86,0.09,671.0,17.0,17.0,5.0,0.86,2.79,E2_L4PC,1.0,0.0584158801563882,0.030215110425718,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L5_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L5_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L5_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L5_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L6_BPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L6_HPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L6_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L6_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L6_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L4_UPC,L6_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L2_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L2_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L2_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L3_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L3_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L4_SSC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L4_TPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L4_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L5_TPC:A,1.6,1.1,2.9,1.74,0.18,0.5,0.2,672.7,126.9,15.9,33.3,0.5625,2.79,E2,1.4,0.1,0.1,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L5_TPC:B,1.6,1.1,2.9,1.74,0.18,0.5,0.2,672.7,126.9,15.9,33.3,0.5625,2.79,E2,1.4,0.1,0.1,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L5_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.55,2.79,E2,1.5,0.0570729863596896,0.0369295794092109,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L5_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L6_BPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L6_HPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L6_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L6_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L6_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:A,L6_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L2_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L5_TPC:B,L2_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.0405034096746184,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
